NTNcombined.Barak		NTNcombined.name_en		Barak
NTNcombined.PuteoliGeodata		NTNcombined.altitude		0
NTNcombined.NinevehGeodata		NTNcombined.altitude		0
NTNcombined.CosGeodata		NTNcombined.altitude		0
NTNcombined.GomorrahGeodata		NTNcombined.altitude		0
NTNcombined.SeleuciaGeodata		NTNcombined.altitude		0
NTNcombined.RhegiumGeodata		NTNcombined.altitude		0
NTNcombined.AntiochGeodata		NTNcombined.altitude		0
NTNcombined.AntiochInPisidiaGeodata		NTNcombined.altitude		0
NTNcombined.PergaGeodata		NTNcombined.altitude		0
NTNcombined.SardisGeodata		NTNcombined.altitude		0
NTNcombined.CnidusGeodata		NTNcombined.altitude		0
NTNcombined.AssosGeodata		NTNcombined.altitude		0
NTNcombined.SalimGeodata		NTNcombined.altitude		0
NTNcombined.DalmanuthaGeodata		NTNcombined.altitude		0
NTNcombined.TarsusGeodata		NTNcombined.altitude		0
NTNcombined.MityleneGeodata		NTNcombined.altitude		0
NTNcombined.SalemGeodata		NTNcombined.latitude		31.77451070780678
NTNcombined.ArimatheaGeodata		NTNcombined.latitude		31.97778934332933
NTNcombined.LyddaGeodata		NTNcombined.latitude		31.98583717588782
NTNcombined.RamahGeodata		NTNcombined.latitude		31.90463130995243
NTNcombined.CanaGeodata		NTNcombined.latitude		32.75209569199829
NTNcombined.SeaofGalileeGeodata		NTNcombined.latitude		32.77589768765405
NTNcombined.CapernaumGeodata		NTNcombined.latitude		32.88081694660667
NTNcombined.NainGeodata		NTNcombined.latitude		32.62729319536898
NTNcombined.JoppaGeodata		NTNcombined.latitude		32.05528613849865
NTNcombined.SycharGeodata		NTNcombined.latitude		32.20570054376385
NTNcombined.SamariaGeodata		NTNcombined.latitude		32.27767116198458
NTNcombined.CaesareaGeodata		NTNcombined.latitude		32.48365887401189
NTNcombined.BethsaidaGeodata		NTNcombined.latitude		32.87856448546807
NTNcombined.TiberiasGeodata		NTNcombined.latitude		32.79687612684089
NTNcombined.NazarethGeodata		NTNcombined.latitude		32.706884652966
NTNcombined.BethlehemGeodata		NTNcombined.latitude		31.71507355246746
NTNcombined.BereaGeodata		NTNcombined.latitude		40.43708022312837
NTNcombined.ApolloniaGeodata		NTNcombined.latitude		40.5876325134332
NTNcombined.AmphipolisGeodata		NTNcombined.latitude		40.82086523068722
NTNcombined.ThessalonicaGeodata		NTNcombined.latitude		40.64160894418217
NTNcombined.TroasGeodata		NTNcombined.latitude		39.50181513585497
NTNcombined.DerbeGeodata		NTNcombined.latitude		37.37703789113421
NTNcombined.EphesusGeodata		NTNcombined.latitude		37.95451808351513
NTNcombined.AlexandriaGeodata		NTNcombined.latitude		31.1869228814314
NTNcombined.CorinthGeodata		NTNcombined.latitude		37.89771145673512
NTNcombined.LystraGeodata		NTNcombined.latitude		37.60127988966087
NTNcombined.ShechemGeodata		NTNcombined.latitude		32.21495259430149
NTNcombined.GazaGeodata		NTNcombined.latitude		31.52900696298234
NTNcombined.AntipatrisGeodata		NTNcombined.latitude		32.10685678492184
NTNcombined.EmmausGeodata		NTNcombined.latitude		31.83790041996461
NTNcombined.JerichoGeodata		NTNcombined.latitude		31.87121832852874
NTNcombined.EphraimGeodata		NTNcombined.latitude		31.94718085585583
NTNcombined.JerusalemGeodata		NTNcombined.latitude		31.77451070780678
NTNcombined.ThyatiraGeodata		NTNcombined.latitude		38.92574516366593
NTNcombined.PhilippiGeodata		NTNcombined.latitude		41.01329092166473
NTNcombined.LaodiceaGeodata		NTNcombined.latitude		37.77464665610933
NTNcombined.CenchreaeGeodata		NTNcombined.latitude		37.90791013400233
NTNcombined.BethanyBeyondtheJordanGeodata		NTNcombined.latitude		31.83673784971973
NTNcombined.BabylonGeodata		NTNcombined.latitude		32.53660983263659
NTNcombined.AttaliaGeodata		NTNcombined.latitude		36.91461876374842
NTNcombined.MiletusGeodata		NTNcombined.latitude		37.59280951286878
NTNcombined.CaesareaPhilippiGeodata		NTNcombined.latitude		33.25100774530771
NTNcombined.MountofOlivesGeodata		NTNcombined.latitude		31.77646075162188
NTNcombined.SidonGeodata		NTNcombined.latitude		33.5571694642368
NTNcombined.ColossaeGeodata		NTNcombined.latitude		37.82980850278283
NTNcombined.NeapolisGeodata		NTNcombined.latitude		40.94505979070409
NTNcombined.PhiladelphiaGeodata		NTNcombined.latitude		38.35785882454039
NTNcombined.HaranGeodata		NTNcombined.latitude		36.92937229726265
NTNcombined.RhodesGeodata		NTNcombined.latitude		36.43927573777137
NTNcombined.PaphosGeodata		NTNcombined.latitude		34.77011113075128
NTNcombined.SodomGeodata		NTNcombined.latitude		31.42838121424862
NTNcombined.SyracuseGeodata		NTNcombined.latitude		37.07082102418126
NTNcombined.PhoenixGeodata		NTNcombined.latitude		35.26650579704394
NTNcombined.SmyrnaGeodata		NTNcombined.latitude		38.32512200511864
NTNcombined.MaltaGeodata		NTNcombined.latitude		35.85282675242785
NTNcombined.MyraGeodata		NTNcombined.latitude		36.26320556210278
NTNcombined.SalamisGeodata		NTNcombined.latitude		35.14774697653193
NTNcombined.SalmoneGeodata		NTNcombined.latitude		35.20497664329137
NTNcombined.PataraGeodata		NTNcombined.latitude		36.27516973857826
NTNcombined.LaseaGeodata		NTNcombined.latitude		34.93102546484152
NTNcombined.FairHavensGeodata		NTNcombined.latitude		34.93065966009429
NTNcombined.TyreGeodata		NTNcombined.latitude		33.2729182169202
NTNcombined.IconiumGeodata		NTNcombined.latitude		37.88182317434359
NTNcombined.PuteoliGeodata		NTNcombined.latitude		40.83850773167724
NTNcombined.NinevehGeodata		NTNcombined.latitude		36.37255383798249
NTNcombined.CosGeodata		NTNcombined.latitude		36.79289004177876
NTNcombined.GomorrahGeodata		NTNcombined.latitude		31.22573706270546
NTNcombined.SeleuciaGeodata		NTNcombined.latitude		36.12957722548538
NTNcombined.RhegiumGeodata		NTNcombined.latitude		38.11332514500865
NTNcombined.AntiochGeodata		NTNcombined.latitude		36.20712275818978
NTNcombined.AntiochInPisidiaGeodata		NTNcombined.latitude		38.35065381137431
NTNcombined.PergaGeodata		NTNcombined.latitude		36.99887690087876
NTNcombined.SardisGeodata		NTNcombined.latitude		38.48410261177621
NTNcombined.CnidusGeodata		NTNcombined.latitude		36.68500139032388
NTNcombined.AssosGeodata		NTNcombined.latitude		39.48955031303715
NTNcombined.SalimGeodata		NTNcombined.latitude		32.39607055991332
NTNcombined.DalmanuthaGeodata		NTNcombined.latitude		32.84830682682786
NTNcombined.TarsusGeodata		NTNcombined.latitude		36.91390164056132
NTNcombined.MityleneGeodata		NTNcombined.latitude		39.09884068878018
NTNcombined.Aristobulus		NTNcombined.description		an inhabitant of Rome
NTNcombined.LuciusOfCyrene		NTNcombined.description		a Christian leader in Antioch
NTNcombined.Herodias		NTNcombined.description		wife of Herod Antipas who had John the Baptist put
NTNcombined.Archelaus		NTNcombined.description		one of the sons of Herod the Great who ruled Judea
NTNcombined.HerodTheGreat		NTNcombined.description		King of Judea at the time of Jesus' birth
NTNcombined.PhilipSonOfHerod		NTNcombined.description		King of the land east of the Jordan
NTNcombined.Elizabeth		NTNcombined.description		the mother of John the Baptist
NTNcombined.Nahum		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Maath		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Semein		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Joda		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Joanan		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Jotham		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Uzziah		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Asaph		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.AbijahSonOfRehoboam		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Rehoboam		NTNcombined.description		A king of Israel, and one of the ancestors of Jesu
NTNcombined.Jesse		NTNcombined.description		the father of King David
NTNcombined.Rahab		NTNcombined.description		An Old Testament example of faith who hid Joshua's
NTNcombined.Salmon		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Amminadab		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Hezron		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Esau		NTNcombined.description		a character from the Old Testament era
NTNcombined.Sarah		NTNcombined.description		the wife of Abraham and an example of faith
NTNcombined.Hagar		NTNcombined.description		mother of Ishmael; servant to Abraham's wife Sarah
NTNcombined.Abraham		NTNcombined.description		The founder of the Hebrew nation.
NTNcombined.Nahor		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Eber		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.CainanSonOfArphaxad		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Arphaxad		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Enoch		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.CainanSonOfEnosh		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Enos		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Cain		NTNcombined.description		the first son of Adam and Eve, who killed his brot
NTNcombined.Eve		NTNcombined.description		the first woman created by God
NTNcombined.Adam		NTNcombined.description		The first created human
NTNcombined.Mahalaleel		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Shem		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Shelah		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Peleg		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Reu		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Serug		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Rebecca		NTNcombined.description		husband of Isaac
NTNcombined.Asher		NTNcombined.description		One of the 12 Patriarchs of Israel
NTNcombined.Rachel		NTNcombined.description		one of Jacob's wives
NTNcombined.Benjamin		NTNcombined.description		One of the 12 Patriarchs of Israel
NTNcombined.Jacob		NTNcombined.description		The patriarch of the nation of Israel, son of Isaa
NTNcombined.Eleazar		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.EliakimSonOfAbiud		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Eliud		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Matthan		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Susanna		NTNcombined.description		a woman who contributed to Jesus' support
NTNcombined.Jesus		NTNcombined.description		Jesus Christ, the Messiah and Son of God
NTNcombined.Cleopas		NTNcombined.description		one of the two travellers on the road to Emmaus to
NTNcombined.Demetrius		NTNcombined.description		a disciple mentioned in 3 John as having a good re
NTNcombined.DemetriusTheSilversmith		NTNcombined.description		a craftsman in Ephesus who made silver shrines of 
NTNcombined.Diotrephes		NTNcombined.description		a member of the church to which 3 John was address
NTNcombined.GaiusTheBeloved		NTNcombined.description		"the beloved" to whom John addresses his third epi
NTNcombined.JohnSonOfZebedee		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Thomas		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Alphaeus		NTNcombined.description		The father of James, one of the Twelve
NTNcombined.MaryWifeOfClopas		NTNcombined.description		A follower of Jesus who was present at the crucifi
NTNcombined.SimonTheTanner		NTNcombined.description		Simon Peter stayed at Simon the Tanner's house in 
NTNcombined.Tabitha		NTNcombined.description		a Christian in Joppa known for her charity
NTNcombined.Sapphira		NTNcombined.description		a member of the early church who misrepresented a 
NTNcombined.Ananias		NTNcombined.description		A member of the early church in Jerusalem who cons
NTNcombined.SimonPeter		NTNcombined.description		one of Jesus' twelve apostles
NTNcombined.Gamaliel		NTNcombined.description		a respected Jewish teacher whom Paul studied under
NTNcombined.HerodAgrippaII		NTNcombined.description		King of Chalcis from AD 50-92: the last member of 
NTNcombined.Drusilla		NTNcombined.description		wife of Felix
NTNcombined.Bernice		NTNcombined.description		a daughter of Herod Agrippa I who heard Paul's def
NTNcombined.CaesarNero		NTNcombined.description		Roman Emperor during Paul's ministry
NTNcombined.CaesarAugustus		NTNcombined.description		Roman Emperor at the time of Jesus' birth
NTNcombined.TiberiusCaesar		NTNcombined.description		Roman Emperor at the time of Jesus' ministry
NTNcombined.Festus		NTNcombined.description		governor of Judea after Felix
NTNcombined.Felix		NTNcombined.description		governor of Judea during the time when Paul was ar
NTNcombined.AnaniasTheHighPriest		NTNcombined.description		Jewish High Priest during the time of the Apostle 
NTNcombined.Tertullus		NTNcombined.description		an orator enlisted by Ananias the high priest to s
NTNcombined.AbijahthePriest		NTNcombined.description		A priest appointed by King David
NTNcombined.Abiathar		NTNcombined.description		High priest during the lifetime of King David
NTNcombined.SimeonNiger		NTNcombined.description		A leader in the church of Antioch
NTNcombined.MaryMotherOfJohnMark		NTNcombined.description		a woman to whose house Peter came after his releas
NTNcombined.Rhoda		NTNcombined.description		a maid in the house of Mary, mother of John Mark
NTNcombined.Bar-Jesus		NTNcombined.description		a magician and false prophet who Paul and Silas en
NTNcombined.SergiusPaulus		NTNcombined.description		procounsul of Cyprus and 'a man of intelligence'
NTNcombined.JudasOfAntioch		NTNcombined.description		a prophet in the church at Antioch
NTNcombined.Barnabas		NTNcombined.description		a close companion of the Apostle Paul
NTNcombined.AlexanderOfTheSanhedrin		NTNcombined.description		A relative of Annas the High Priest who was presen
NTNcombined.JohnOfTheSanhedrin		NTNcombined.description		A relative of Annas the High Priest who was presen
NTNcombined.Caiaphas		NTNcombined.description		Jewish high priest during Jesus' ministry
NTNcombined.Annas		NTNcombined.description		Jewish high-priest (prior to Jesus' ministry)
NTNcombined.JosephBarsabbas		NTNcombined.description		an early Christian who was put forward (but not ch
NTNcombined.Aeneas		NTNcombined.description		A paralytic healed by Peter
NTNcombined.JonahOfBethsaida		NTNcombined.description		Father of Peter and Andrew, two of Jesus' 12 disci
NTNcombined.SimeonSonOfJudah		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.JudahSonOfJoseph		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.JosephSonOfJonam		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Jonam		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Mattatha		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Nathan		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.EliakimSonOfMelea		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Er		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.MelchiSonOfAddi		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.ShealtielSonOfNeri		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Neri		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Elmadam		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.JoshuaSonOfEliezer		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.LeviSonOfSimeon		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Levi		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Jannai		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.JosephSonOfMattathias		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.MattathaisSonOfAmos		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.MelchiSonOfJannai		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.LeviSonOfMelki		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.AlphaeusFatherOfLevi		NTNcombined.description		The father of Levi, one of the Twelve
NTNcombined.SimonTheZealot		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Philip		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Bartholomew		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Andrew		NTNcombined.description		One of Jesus' twelve apostles, and the first one c
NTNcombined.JamesSonOfZebedee		NTNcombined.description		One of Jesus' twelve apostles
NTNcombined.Salome		NTNcombined.description		one of the woman who came to annoint Jesus' body a
NTNcombined.Joanna		NTNcombined.description		a woman wno contributed to Jesus' support
NTNcombined.Chuza		NTNcombined.description		Household manager of Herod Antipas
NTNcombined.MaryMagdalene		NTNcombined.description		A woman from whom seven demons had been exorcised
NTNcombined.Mary		NTNcombined.description		the mother of Jesus
NTNcombined.Joseph		NTNcombined.description		the earthly father of Jesus
NTNcombined.JacobSonOfMatthan		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.SimeonThePatriarch		NTNcombined.description		One of the twelve sons of Jacob, whose name is ado
NTNcombined.Gad		NTNcombined.description		One of the 12 Patriarchs of Israel
NTNcombined.Judah		NTNcombined.description		One of the 12 Patriarchs of Israel, after whom the
NTNcombined.Tamar		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Zerah		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Perez		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Arni		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Ram		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Nahshon		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Boaz		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Balak		NTNcombined.description		king of Moab who hired Balaam
NTNcombined.Ruth		NTNcombined.description		an ancestor of King David in Matthew's genealogy o
NTNcombined.Obed		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Uriah		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.David		NTNcombined.description		Israel's greatest king; author of many of the Old 
NTNcombined.Solomon		NTNcombined.description		King of Israel renowned for his wisdom
NTNcombined.Jehoshaphat		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Joram		NTNcombined.description		One of the ancestors of Jesus mentioned in Matthew
NTNcombined.Ahaz		NTNcombined.description		King of Judah during the time of Isaiah
NTNcombined.Rhesa		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Josech		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.MattathiasSonOfSemein		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Naggai		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Esli		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.AmosSonOfNahum		NTNcombined.description		One of the ancestors of Jesus mentioned in Luke's 
NTNcombined.Agabus		NTNcombined.description		A prophet in the Jerusalem church who visited Anti
NTNcombined.Barabbas		NTNcombined.description		a criminal, released in place of Jesus
NTNcombined.AlexanderOfEphesus		NTNcombined.description		A Jew in Ephesus who was put forward to quiet the 
NTNcombined.Tertius		NTNcombined.description		the scribe of Paul's letter to the Roman church
NTNcombined.Fortunatus		NTNcombined.description		A member of Corinthian church who visited the Apos
NTNcombined.Achaicus		NTNcombined.description		A member of Corinthian church who visited the Apos
NTNcombined.Erastus		NTNcombined.description		a travelling companion of Paul
NTNcombined.Aristarchus		NTNcombined.description		a traveling companion of Paul
NTNcombined.Secundus		NTNcombined.description		a Thessalonian companion of Paul's
NTNcombined.Eutychus		NTNcombined.description		a young man who fell asleep during a lengthy sermo
NTNcombined.GaiusOfDerbe		NTNcombined.description		a travelling companion of Paul's
NTNcombined.GaiusOfMacedonia		NTNcombined.description		a traveling companion of Paul's
NTNcombined.Aquila		NTNcombined.description		a tentmaked converted by Paul who, together with h
NTNcombined.Apollos		NTNcombined.description		an eloquent evangelist whose ministry was initiall
NTNcombined.GaiusOfCorinth		NTNcombined.description		one whom Paul baptized in Corinth
NTNcombined.Jason		NTNcombined.description		 a companion of Paul's who sent greetings to the R
NTNcombined.Sosipater		NTNcombined.description		a companion of Paul's who sent greetings to the Ro
NTNcombined.Lucius		NTNcombined.description		a companion of Paul's who sent greetings to the Ro
NTNcombined.Lois		NTNcombined.description		the grandmother of Timothy
NTNcombined.Eunice		NTNcombined.description		the mother of Timothy
NTNcombined.Hamor		NTNcombined.description		
NTNcombined.Gideon		NTNcombined.description		a  judge of Israel prior to the monarchy
NTNcombined.Martha		NTNcombined.description		the sister of Lazarus and Mary who annointed Jesus
NTNcombined.Lazarus		NTNcombined.description		a man Jesus brought back to life
NTNcombined.MaryOfBethany		NTNcombined.description		a follower of Jesus who annointed him late in his 
NTNcombined.Anna		NTNcombined.description		a prophetess who spoke about the infant Jesus in t
NTNcombined.Aaron		NTNcombined.description		Moses' assistant during the Exodus
NTNcombined.Elijah		NTNcombined.description		one of the most notable prophets in the Old Testam
NTNcombined.Elisha		NTNcombined.description		an Old Testament prophet
NTNcombined.Alexander		NTNcombined.description		Probably an early Christian known to Mark, who men
NTNcombined.SimonOfCyrene		NTNcombined.description		Simon was forced to carry Jesus' cross by the Roma
NTNcombined.AnaniasOfDamascus		NTNcombined.description		Ananias was sent to Paul to restore his sight, aft
NTNcombined.ClaudiusLysias		NTNcombined.description		the military tribune commanding the Roman forces i
NTNcombined.HerodAntipas		NTNcombined.description		ruler of Judea during Jesus' adult life
NTNcombined.Aretas		NTNcombined.description		a king in Paul's time whose rule included Damascus
NTNcombined.Manaen		NTNcombined.description		a Christian leader at Antioch
NTNcombined.Persis		NTNcombined.description		One who worked hard in the Lord among the Roman Ch
NTNcombined.Julia		NTNcombined.description		a Roman to whom Paul sent greetings
NTNcombined.Clement		NTNcombined.description		a companion of the Apostle Paul
NTNcombined.Syntyche		NTNcombined.description		a Philippian Christian who worked alongside Paul
NTNcombined.Lydia		NTNcombined.description		a convert from Paul's preaching in Philippi
NTNcombined.Euodia		NTNcombined.description		a Christian in Philippi
NTNcombined.Phygelus		NTNcombined.description		a Christian who refused to help Paul during his Ro
NTNcombined.Hermogenes		NTNcombined.description		a Christian who refused to help Paul during his Ro
NTNcombined.Tryphaena		NTNcombined.description		a "worker in the Lord" in Rome
NTNcombined.Phlegon		NTNcombined.description		a Roman to whom Paul sent greetings
NTNcombined.Hermas		NTNcombined.description		a Roman to whom Paul sent greetings
NTNcombined.Apelles		NTNcombined.description		a Christian in Rome whom Paul greeted
NTNcombined.Carpus		NTNcombined.description		an associate of Paul's, whom the Apostle entrusted
NTNcombined.Hermes		NTNcombined.description		a Roman to whom Paul sent greetings
NTNcombined.MaryOfRome		NTNcombined.description		a woman to whom Paul sent greetings in his letter 
NTNcombined.Epaphroditus		NTNcombined.description		A Christian sent by the Philippian church with a g
NTNcombined.Epaphras		NTNcombined.description		A fellow minister with Paul, and likely founder of
NTNcombined.AlexanderTheHeretic		NTNcombined.description		Described to Timothy by Paul as having "rejected c
NTNcombined.AlexanderTheCoppersmith		NTNcombined.description		A resident of Ephesus who caused Paul "great harm"
NTNcombined.Epaenetus		NTNcombined.description		A Christian in Rome whom Paul describes as "the fi
NTNcombined.Junia		NTNcombined.description		a "kinsman" and fellow prisoner of Paul
NTNcombined.Andronicus		NTNcombined.description		A Christian in Rome to whom Paul sent greetings
NTNcombined.Nympha		NTNcombined.description		the church in Laodicea met in her house
NTNcombined.Crescens		NTNcombined.description		a companion of the Apostle Paul
NTNcombined.Nereus		NTNcombined.description		a Roman to whom Paul sent greetings
NTNcombined.Patrobas		NTNcombined.description		a Roman to whom Paul sent greetings
