,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
mutagenesis.hasStructure,0.07141868,0.21889694,-0.53771687,0.41380662,-0.14244089,0.30554733,0.1616697,-0.13379298,0.28590894,0.19855121,-0.014564427,0.08844832,-0.086538926,-0.040791806,0.20097783,-0.13005547,0.04894511,0.132572,0.44435102,0.16850631,-0.00589359,-0.5742996,0.04355083,0.22763637,0.23081559,0.18051457,-0.19256306,-0.17285177,0.20020923,-0.12026049,-0.066243924,0.0005210269,0.05892681,-0.0008634253,-0.33993503,0.1264451,-0.09721258,0.15538804,0.22919081,0.12574685
mutagenesis.hasStructure_reverse,-0.8287971,-0.7065347,-0.6164147,0.7998209,-0.96185297,0.369364,-0.43639994,0.58885086,0.30358076,0.869037,-0.33594567,0.26247832,0.42253998,0.6155178,-0.80532897,-1.0322477,0.40258652,-1.0285225,-0.49966446,0.8562665,0.4813031,0.5332613,-0.40851977,-0.5872189,-0.29386044,0.4736447,0.7624811,0.89097613,0.47363287,0.98072237,-0.6144841,1.130231,0.314265,-0.699521,0.70003325,0.58913136,-0.17560777,0.55608815,0.721804,0.7234856
mutagenesis.hasThreeOrMoreFusedRings,0.31902978,0.5960357,-0.85585225,0.19272311,0.13129708,0.47405195,0.22403692,-0.692555,-0.060003556,0.42119634,-0.24350688,0.10873234,-0.05327542,0.28742585,0.3686347,0.21670268,0.13348104,0.098635375,0.34460032,0.18383004,-0.04439322,-0.5637046,0.0001519712,0.27503917,-0.15942785,0.21317235,-0.18177275,-0.35287046,0.19397074,-0.07590167,-0.22088607,-0.108716264,0.62425953,-0.18676856,0.42185873,0.6039061,-0.28046483,0.21899301,-0.031095425,0.13748027
mutagenesis.hasThreeOrMoreFusedRings_reverse,0.28158712,0.26092026,-0.3150374,0.07794015,-0.23456664,0.1179338,0.10342653,-0.14455667,-0.3533743,-0.07070274,0.20244981,-0.24917486,-0.21116327,0.16164829,-0.111727044,-0.21511632,-0.07146057,-0.29641694,0.12396779,0.021250699,-0.48506504,0.029497772,0.47109416,-0.17800242,0.2689867,-0.261295,0.049835406,0.27034888,0.07256781,0.06352298,-0.30099213,-0.29450142,-0.35703632,0.09208233,-0.18514666,-0.04572083,0.33431125,-0.28948867,-0.77241266,-0.46094722
mutagenesis.inBond,-0.8429052,0.3923741,0.46607435,0.09290499,-0.5664979,-0.9641747,1.1134955,-0.38816848,0.30524346,-0.4423093,0.74627024,-0.93441266,-1.0217636,0.12760855,0.4090434,-1.0748656,0.041723914,-0.9073505,0.57836264,-0.69307464,0.53536314,-0.40661293,1.1037943,0.3305108,0.92330056,-1.0315819,-0.3760041,0.8058098,0.3896397,0.8160252,1.405992,0.82224524,-0.74152815,0.30388165,-0.2577391,-0.59603405,-0.3239954,-0.57978326,0.22813717,-0.72383684
mutagenesis.inBond_reverse,-0.11063109,-0.61158633,0.38804987,-0.6140097,0.17015396,0.37793627,-0.07791183,0.418851,-0.65803444,-0.11021003,0.13012362,0.20770866,0.066794805,-0.7597652,-0.4434997,-0.028785143,-0.8311051,0.21974292,-0.5842226,0.3170622,-0.63583916,0.5268897,0.0643087,-0.39207003,-0.20645101,0.040005434,0.5420907,-0.07165909,-0.5790304,-0.1326874,0.054059036,-0.18997958,0.26249114,-0.50010467,0.2060456,0.35104156,0.7033863,0.41369596,-0.63650775,0.2582645
mutagenesis.logp,0.09257347,0.27752298,-0.30912563,0.0904829,-0.026491564,0.44123548,0.05440008,-0.2678163,0.26389435,0.47962016,-0.14110082,0.113985606,0.026906474,-0.05882024,0.2544353,-0.13098997,0.2422961,0.24802876,0.40906295,0.41610813,-0.034244448,-0.42204255,0.085857265,0.38144627,-0.1407946,0.7354975,-0.2182983,-0.07823914,0.33478162,-0.1821466,-0.1515518,-0.11287044,0.17849272,-0.05306267,0.07196563,0.5257981,-0.4215204,0.27914435,0.15298028,0.24909241
mutagenesis.logp_reverse,0.44385254,-0.50349426,0.38842732,-0.66051775,-0.30283898,-0.30718568,-0.083528765,0.5107013,0.90051246,-0.6640793,-0.40898278,0.26763713,0.32939544,-0.32945555,-0.51304954,0.19409676,0.33241025,0.38865748,-0.43356547,-0.8967511,0.37899822,0.3686855,-0.22200705,-0.4510957,0.11428293,-0.8678365,-0.4482053,0.01177055,-0.84388554,-0.12041068,-0.14509921,-0.2829261,0.4879433,-0.6469435,0.7887165,-0.40147313,-0.44558543,0.38870302,-0.40125287,-0.96425
mutagenesis.lumo,0.024664875,0.19518398,-0.4637949,0.16348173,0.060149193,0.2632869,-0.020341728,-0.28055862,0.10623724,0.271343,-0.20693696,0.26363495,0.0762995,0.06473205,0.24059567,-0.18111198,-0.05158939,0.17200978,0.34584072,0.3779238,0.107298195,-0.38386762,-0.022173578,0.2745657,0.07605309,0.6632899,-0.2815136,-0.14645064,0.33547428,-0.24379829,-0.22200634,-0.019640876,0.09990845,-0.20172918,0.003106237,0.45436114,-0.37437558,0.3136038,0.14982122,0.2082699
mutagenesis.lumo_reverse,0.2294551,-0.6020484,-0.685183,-0.7914751,-1.0587232,-0.94850445,1.2814282,0.7896992,-0.3042102,1.0537986,-0.3841589,-1.0452831,0.43133014,0.5410451,0.777788,0.39184397,0.44637662,0.56087196,0.27850387,-1.2061204,0.5068457,-0.77666885,-0.40232134,-0.9776403,0.038501285,-1.1344413,-0.5737381,-0.5539064,-1.112198,0.33407712,-0.5259307,1.0248109,-0.5625117,0.5744204,1.0522602,0.6081976,0.6257549,0.51655805,-0.9972849,0.32855362
