,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
carcinogenesis.inBond_reverse,0.2581801,-0.5009689,-0.6496462,0.09302955,-0.05687879,0.09232325,-0.5773825,-0.64517915,0.3247446,0.031024804,0.21423435,-0.46075848,0.4916405,0.56962883,0.8029471,0.15078692,-0.49273214,0.39139038,0.1581953,0.690561,-0.029069701,-0.8823365,-0.22978465,0.20884436,-0.29924878,0.5116124,0.3427851,-0.16971532,-0.30839154,-0.05150533,-0.01304,-0.09988551,0.6015588,-0.3755975,0.20442769,-0.110312864,0.086329564,0.454084,0.13977735,-0.013949547
carcinogenesis.isMutagenic,-0.0439248,0.019508285,-0.4863459,-0.1697193,0.11658558,0.110118635,-0.018479297,-0.3026158,-0.3410348,-0.095724866,0.016918352,-0.00092171266,-0.58893317,0.15484789,-0.058707386,-0.31255013,-0.014278359,0.21419567,-0.27166456,-0.11081658,-0.25776902,-0.14165461,0.41119978,-0.21306074,-0.24081013,0.49338397,-0.41014898,-0.1901032,0.25337344,-0.26657447,0.02943895,-0.25937736,-0.20703126,0.030077673,-0.40985736,0.11461696,-0.21699244,0.5386138,-0.28991818,0.7285029
carcinogenesis.isMutagenic_reverse,0.57595927,0.11789705,-0.06761327,-0.29319447,-0.20187356,0.3043687,0.25990522,-0.26117155,-0.09329418,0.49841347,-0.24304728,-0.045532245,-0.12500021,0.1166013,-0.0001784095,-0.023003286,0.10435697,0.04459327,-0.16933945,0.34685406,-0.5559035,-0.27521855,0.2634894,-0.2112199,-0.07310996,0.103858076,-0.055195693,0.39602822,0.023231119,-0.03961944,-0.39248464,-0.20748064,0.3036374,-0.05167103,-0.21440372,-0.17984204,-0.0066343127,-0.009477695,-0.014389111,0.30823794
carcinogenesis.micronuc_f,-0.052282345,0.039202668,-0.5053397,-0.16678467,-0.04505822,0.080778204,0.008357338,-0.33561516,-0.2971748,-0.04580341,-0.0023268317,0.017764647,-0.5828682,0.18484604,-0.012721552,-0.3580163,0.012458488,0.21144713,-0.250149,-0.0021685187,-0.22513306,-0.1524777,0.44866607,-0.19826324,-0.17028731,0.46343738,-0.40263042,-0.17361006,0.15921423,-0.17389295,-0.03704595,-0.17926925,-0.17380941,0.071128376,-0.3822312,0.055008914,-0.306024,0.45640185,-0.3371403,0.7912626
carcinogenesis.micronuc_f_reverse,0.4778319,0.10107636,0.13122036,-0.33420298,-0.1625304,0.23643376,0.16314936,-0.16370322,0.16712962,0.35893512,-0.15299489,0.077739045,-0.04703652,-0.015612121,0.14884445,0.029349376,0.05304297,-0.007912569,-0.12387962,0.2563216,-0.3891584,-0.30917802,0.04215457,-0.26972452,0.0790211,0.083799586,-0.24110964,0.3162916,-0.0075092437,-0.0024191907,-0.25411138,-0.3174574,0.25328937,0.050984945,-0.1449557,-0.13531929,-0.074805565,-0.20709513,-0.17720236,0.26077616
carcinogenesis.micronuc_m,-0.121397376,0.006162384,-0.47596344,-0.209877,0.0147499535,0.08578524,-0.0061657955,-0.26590723,-0.26091775,-0.025872596,0.05511645,0.018611643,-0.4393476,0.16280827,0.058555633,-0.28815946,0.026334995,0.21488899,-0.2143297,-0.08144487,-0.18696702,-0.14777206,0.41063333,-0.14031251,-0.11800579,0.46847433,-0.40159217,-0.1508039,0.20343637,-0.2136346,0.022112466,-0.19731234,-0.20828778,0.033588465,-0.3496653,0.042949602,-0.23520711,0.47519004,-0.28414702,0.7693931
carcinogenesis.micronuc_m_reverse,0.66497195,0.10581443,0.08840393,-0.3789379,-0.32214868,0.24539554,0.21923572,-0.1614151,0.25026536,0.3825106,-0.18413258,0.02452574,-0.14626665,0.047728974,0.093721814,0.04067448,0.027481558,-0.015568563,-0.06954127,0.26543587,-0.47674024,-0.34460822,0.10214267,-0.26587802,0.0041825348,0.0639067,-0.33401728,0.3426981,-0.02190188,-0.029664198,-0.26950464,-0.3899564,0.31736374,0.15412857,-0.10431983,-0.118362315,-0.049391247,-0.112594716,-0.26595265,0.23720247
carcinogenesis.mouse_lymph,-0.21340737,-0.0088681,-0.5160041,-0.16463493,0.11662966,0.08720793,0.013180426,-0.35548928,-0.3544692,-0.07909642,0.03528223,0.0033544716,-0.59547305,0.1153398,-0.09185455,-0.31642044,0.003873614,0.22465506,-0.32376343,-0.1143871,-0.24766299,-0.13391837,0.4657711,-0.2264784,-0.22217427,0.52865016,-0.30834478,-0.18643092,0.25461042,-0.1624851,-0.010227894,-0.24471456,-0.25209674,0.056896485,-0.45709115,0.13850711,-0.2505417,0.5374095,-0.3407087,0.7876355
carcinogenesis.mouse_lymph_reverse,0.6014151,0.083657086,-0.07569136,-0.1801864,-0.33471537,0.35120302,0.30685717,-0.23334742,-0.5306628,0.40895528,-0.1821621,-0.00080859195,-0.076355115,-0.06905693,0.033307973,0.052082345,0.22305895,0.07337276,-0.2915701,0.34887433,-0.6115451,-0.2974106,0.18222931,-0.24839658,-0.08362999,0.08740155,-0.102649875,0.3268045,0.076814905,0.121358775,-0.42163247,-0.22173116,0.24877211,0.1406191,-0.19022855,-0.16707736,-0.0056843758,-0.11999645,-0.29260442,0.29364708
carcinogenesis.salmonella,-0.12956962,0.00081024895,-0.468941,-0.1730988,0.12211232,0.15394334,0.0039505763,-0.2765169,-0.30821612,-0.07158219,0.036519863,0.07646159,-0.5747945,0.19642164,-0.08591266,-0.24785365,-0.026562119,0.18385302,-0.21031372,-0.08837113,-0.24232736,-0.15309873,0.4151298,-0.15413247,-0.26047173,0.4917728,-0.3708955,-0.21456207,0.27348945,-0.26136655,-0.002894834,-0.27714247,-0.20667365,0.051416162,-0.45059553,0.107535705,-0.22052322,0.58686894,-0.29645982,0.7754365
carcinogenesis.salmonella_n,-0.10520442,0.03328098,-0.47188237,-0.17866687,0.1184127,0.14702211,0.005820183,-0.35178405,-0.404497,-0.014694775,0.02237193,0.020791262,-0.5933204,0.12612706,-0.02175133,-0.28533405,-0.030776836,0.23678707,-0.31247145,-0.08636276,-0.23120311,-0.1406693,0.40722173,-0.22845195,-0.22513683,0.5369029,-0.42024878,-0.19042413,0.29079893,-0.2406721,0.012610007,-0.257919,-0.19165196,0.036406957,-0.44541353,0.096837714,-0.22936898,0.5204657,-0.3159281,0.8050927
carcinogenesis.salmonella_n_reverse,0.66434056,0.10392286,-0.024264047,-0.26221278,-0.23714718,0.2712732,0.18009812,-0.20372292,-0.40561846,0.45010617,-0.20622358,-0.037361298,-0.10130842,0.07636514,0.13750286,0.012099083,0.08081304,-0.019499175,-0.12455806,0.33582902,-0.5741014,-0.1414217,0.091385655,-0.10926041,-0.08232391,0.03725128,0.06294355,0.29574648,-0.1292915,0.024253001,-0.41845167,-0.265504,0.25722465,0.08636213,-0.1859733,-0.19277197,-0.15095203,-0.09127269,-0.18859833,0.24792764
carcinogenesis.salmonella_reduc,-0.4383804,0.0338691,-0.6536539,-0.17048234,0.19982949,0.1881114,0.019218877,-0.30043185,-0.2813332,-0.13766126,-0.078653686,-3.7842663e-05,-0.85075533,0.14001758,-0.09631653,-0.33711553,-0.1242915,0.18322259,-0.3719204,-0.017060036,-0.16456494,-0.2458906,0.58059984,-0.19764091,-0.1573314,0.5363536,-0.4272349,-0.39362633,0.17176454,-0.23744756,0.031484455,-0.28560483,-0.16237786,0.08395615,-0.40134785,0.20978537,-0.15603626,0.72367346,-0.33005527,0.77292114
carcinogenesis.salmonella_reduc_reverse,0.5958417,0.048775326,0.08366443,-0.35998127,-0.24517842,0.19422728,-0.13538463,-0.11699679,-0.34925157,0.34112483,-0.1870887,0.026410585,0.002678762,0.34429976,0.15595421,0.023710012,-0.04314428,-0.057618164,-0.04290997,0.23991498,-0.43379042,-0.097174734,0.08931544,-0.004865507,-0.00018593163,0.069685385,-0.018005019,0.3577437,0.24003898,0.10827934,-0.27948168,-0.1189238,0.20145933,-0.20316838,-0.05670285,-0.22266771,-0.08096687,-0.17381652,-0.34561163,0.17657441
carcinogenesis.salmonella_reverse,0.5480768,0.07343419,-0.040520154,-0.28478712,-0.28252676,0.2692608,0.30049956,-0.28466058,-0.14907539,0.47978523,-0.15818597,-0.030950699,-0.19246705,0.06903114,0.05080885,0.042669132,0.17798005,0.018998697,-0.08946485,0.27305132,-0.5236297,-0.22043222,0.14445814,-0.13711262,-0.12953788,0.032080602,-0.04186585,0.39178136,-0.08438447,0.10722442,-0.34460542,-0.26033288,0.3259049,0.06815399,-0.21366853,-0.21520281,0.031223409,-0.023243729,-0.16803388,0.39715934
